Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
1573,Hardy Nickerson,HOU,ILB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1573,Austin Faoliu,DAL,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1573,Amani Bledsoe,TEN,DL,5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2
1573,T.J. Smith,MIN,DL,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1573,Kamal Martin,CAR,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2
1573,David Moa,NYG,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2
1573,Ledarius Mack,CHI,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2
1573,Rachad Wildgoose,NYJ,CB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2
1573,Robert Jackson,BAL,CB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2
1573,Keandre Jones,CIN,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2
1573,Freedom Akinmoladun,NYJ,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1573,Nick Thurman,ATL,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1573,JaCoby Stevens,PHI,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1573,Christian Elliss,PHI,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1573,Gary Brightwell,NYG,RB,13,0,0,0,4,0,1,6,0,0,0,0,0,0.2,2
1573,Marvin Hall,ATL,WR,2,0,0,0,0,0,1,10,0,0,0,0,0,1,2
1573,Tarik Black,NYJ,WR,1,0,0,0,0,0,1,10,0,0,0,0,0,2,2
1604,Blaine Gabbert,TB,QB,6,67,0,0,-7,0,0,0,0,0,0,0,0,0.3,1.98
1605,Johnny Mundt,LAR,TE,6,0,0,0,0,0,1,9,0,0,0,0,0,0.3,1.9
1605,Brycen Hopkins,LAR,TE,5,0,0,0,0,0,1,9,0,0,0,0,0,0.4,1.9
1607,Hunter Long,MIA,TE,7,0,0,0,0,0,1,8,0,0,0,0,0,0.3,1.8
1607,Ryan Nall,CHI,RB,9,0,0,0,4,0,1,4,0,0,0,0,0,0.2,1.8
1609,Eric Tomlinson,BAL,TE,17,0,0,0,0,0,1,7,0,0,0,0,0,0.1,1.7
1609,Tommylee Lewis,MIA,WR,2,0,0,0,0,0,1,7,0,0,0,0,0,0.8,1.7
1611,Miles Boykin,BAL,WR,8,0,0,0,0,0,1,6,0,0,0,0,0,0.2,1.6
1612,C.J. Beathard,JAX,QB,3,33,0,0,2,0,0,0,0,0,0,0,0,0.5,1.52
1613,Mac McCain III,PHI,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.5
1613,Darryl Johnson,CAR,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5
1613,Tay Gowan,PHI,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.5
1613,Jay Tufele,JAX,DT,4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.5
1613,Vincent Taylor,HOU,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
1613,Tim Harris,CLE,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
1613,Noah Dawkins,NYJ,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.5
1613,Vince Biegel,MIA,OLB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.5
1613,Jake Gervase,LAR,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.5
1613,Joe Giles-Harris,BUF,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.5
1613,Connor Strachan,HOU,ILB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5
1613,Curtis Weaver,CLE,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
1613,Mark Nzeocha,SF,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.5
1613,Tyler Coyle,DAL,S,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
1613,Raequan Williams,PHI,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
1613,Keke Coutee,IND,WR,2,0,0,0,0,0,1,5,0,0,0,0,0,0.8,1.5
1613,Easop Winston,NO,WR,3,0,0,0,0,0,1,5,0,0,0,0,0,0.5,1.5
1630,Nick Bellore,SEA,LB,17,0,0,0,0,0,1,4,0,0,0,1,0,0.1,1.4
1630,Devine Ozigbo,NE,RB,3,0,0,0,-3,0,1,7,0,0,0,0,0,0.5,1.4
1630,Malik Taylor,GB,WR,10,0,0,0,0,0,2,14,0,0,0,0,0,0.1,1.4
1633,John Kelly Jr.,CLE,RB,4,0,0,0,13,0,0,0,0,0,0,0,0,0.3,1.3
1634,Jacques Patrick,SF,RB,1,0,0,0,12,0,0,0,0,0,0,0,0,1.2,1.2
1634,Nick Boyle,BAL,TE,5,0,0,0,0,0,1,2,0,0,0,0,0,0.2,1.2
1636,Mekhi Sargent,JAX,RB,7,0,0,0,11,0,0,0,0,0,0,0,0,0.2,1.1
1636,Buddy Howell,LAR,RB,10,0,0,0,11,0,0,0,0,0,0,0,0,0.1,1.1
1638,BoPete Keyes,CHI,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1
1638,Lamarcus Joyner,NYJ,S,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1638,Rashad Weaver,TEN,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
1638,Brandon Rusnak,JAX,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1
1638,Jordan Smith,JAX,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
1638,Jimmy Moreland,HOU,CB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1
1638,Za'Darius Smith,GB,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1638,Vernon Scott,GB,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
1638,Isaiah McDuffie,GB,LB,13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1
1638,Sam Beal,NYG,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
1638,Rodarius Williams,NYG,CB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1
1638,Darius Harris,KC,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1
1638,Zayne Anderson,KC,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1
1638,Woodrow Hamilton IV,NYG,NT,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
1638,Parry Nickerson,MIN,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1
1638,Demone Harris,HOU,DL,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
1638,Jordan Richards,BAL,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
1638,Cole Christiansen,LAC,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
1638,Essang Bassey,LAC,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
1638,Emmanuel Ellerbee,ATL,OLB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1
1638,KeiVarae Russell,NO,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
1638,Gavin Heslop,SEA,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
1638,Daniel Archibong,PIT,DL,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
1638,Andrew Brown,LAC,DL,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
1638,Nigel Warrior,SEA,S,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1
1638,Saivion Smith,DET,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
1638,Abdullah Anderson,GB,DL,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
1638,Willie Harvey Jr.,CLE,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
1638,LaRoy Reynolds,NYJ,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1638,Frank Herron,CAR,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1638,Ethan Westbrooks,NO,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1638,Doug Costin,JAX,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1638,Darrell Daniels,ARI,TE,15,0,0,0,0,0,1,0,0,0,0,0,0,0.1,1
1638,Deon Yelder,TB,TE,3,0,0,0,0,0,1,0,0,0,0,0,0,0.3,1
1638,Khari Blasingame,TEN,FB,11,0,0,0,6,0,2,4,0,0,0,0,0,0.1,1
1673,Sam Ehlinger,IND,QB,3,0,0,0,9,0,0,0,0,0,0,0,0,0.3,0.9
1673,Daniel Helm,LV,TE,9,0,0,0,0,0,1,-1,0,0,0,0,0,0.1,0.9
1675,Racey McMath,TEN,WR,9,0,0,0,0,0,2,8,0,0,0,0,0,0.1,0.8
1676,Ryan Fitzpatrick,WAS,QB,1,13,0,0,2,0,0,0,0,0,0,0,0,0.7,0.72
1677,Damarea Crockett,DEN,RB,12,0,0,0,7,0,0,0,0,0,0,0,0,0.1,0.7
1678,David Blough,DET,QB,1,0,0,0,6,0,0,0,0,0,0,0,0,0.6,0.6
1679,Dorian Etheridge,ATL,ILB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5
1679,Eric Banks,DET,DL,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
1679,Shaun Wade,NE,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
1679,Jack Heflin,GB,DL,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5
1679,Chase Hansen,NO,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
1679,Andrew Billings,CLE,DT,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5
1679,Justin Lawler,LAR,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
1679,Jake Funk,LAR,RB,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0.5
1679,Bobby Brown III,LAR,DT,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1679,Ar'Darius Washington,BAL,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
1679,Jabaal Sheard,MIA,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1679,Barrington Wade,DEN,ILB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5
1679,Kiondre Thomas,LAC,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5
1679,Hamilcar Rashed Jr.,NYJ,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1679,Tahir Whitehead,ARI,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
1679,Will Compton,LV,ILB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
1679,Edmond Robinson,SEA,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
1679,Grayland Arnold,HOU,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5
1679,Shawn Davis,GB,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1679,Akeem Spence,WAS,DL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1679,Innis Gaines,GB,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1679,Xavier Williams,HOU,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1679,Benning Potoa'e,TB,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1679,Marquiss Spencer,DEN,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1679,Renell Wren,CIN,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1704,Maurice Ffrench,LAC,WR,3,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.3
1704,Nathan Cottrell,JAX,RB,4,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.3
1706,Kellen Mond,MIN,QB,1,5,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2
1706,Nathan Peterman,LV,QB,1,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0.2
1708,Jake McQuaide,DAL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Simi Fehoko,DAL,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Israel Mukuamu,DAL,S,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Zach Triner,TB,LS,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Khalil Davis,IND,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Rick Lovato,PHI,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Josh Harris,ATL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Taiwan Jones,BUF,RB,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1708,Reid Ferguson,BUF,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tyler Ott,SEA,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tyler Mabry,SEA,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Sean Davis,NE,FS,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Luke Rhodes,IND,LS,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jordan Wilkins,TEN,RB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Matt Overton,LAC,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Sammis Reyes,WAS,TE,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Camaron Cheeseman,WAS,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Thomas Hennessy,NYJ,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Josh Adams,NYJ,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,JJ Jansen,CAR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Colin Thompson,CAR,TE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Giovanni Ricci,CAR,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Taybor Pepper,SF,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Scott Daly,DET,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Aaron Brewer,ARI,LS,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Morgan Cox,TEN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Devin Smith,JAX,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Ross Matiscik,JAX,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jon Weeks,HOU,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Andrew DePaola,MIN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Brandon Dillon,MIN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Ben Ellefson,MIN,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Chazz Surratt,MIN,LB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Clark Harris,CIN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Nick McCloud,CIN,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Darius Hodge,MIA,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Blake Ferguson,MIA,LS,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1708,Trill Williams,MIA,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Matthew Slater,NE,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Joe Cardona,NE,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Devin Asiasi,NE,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Hunter Bradley,GB,LS,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Zach Wood,NO,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jordan Miller,NO,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Andrew Beck,DEN,TE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jacob Bobenmoyer,DEN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jamar Johnson,DEN,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Casey Kreiter,NYG,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Cullen Gillaspia,NYG,LB,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Justin Hilliard,NYG,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Charley Hughlett,CLE,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,James Winchester,KC,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Daurice Fountain,KC,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Joshua Kaindoh,KC,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Patrick Scales,CHI,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,J.P. Holtz,CHI,TE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Nsimba Webster,CHI,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Matthew Orzech,LAR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tyler Hall,LAR,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tutu Atwell,LAR,WR,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jacob Harris,LAR,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Chris Garrett,LAR,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Nick Moore,BAL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Daelin Hayes,BAL,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Gerald McCoy,LV,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Trent Sieg,LV,LS,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Nick Bowers,LV,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,DeMichael Harris,IND,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,B.J. Goodson,NYJ,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Wynton McManis,NO,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Carson Tinker,LAR,LS,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Corey Ballentine,DET,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jeff Driskel,HOU,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jordan Franks,CLE,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tory Carter,TEN,FB,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1708,Cody Thompson,SEA,WR,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1708,Ha Ha Clinton-Dix,DEN,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Patrick Onwuasor,LV,OLB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Kerryon Johnson,SF,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Nick Ralston,DAL,FB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jashon Cornell,DET,DL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Ibraheim Campbell,IND,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,David Moore,GB,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Brett Rypien,DEN,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Codey McElroy,TB,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tyrie Cleveland,DEN,WR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Antonio Gandy-Golden,WAS,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Caraun Reid,TEN,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jamal Carter,TEN,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tanner Hudson,SF,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Ross Travis,DET,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Kameron Cline,IND,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Noah Togiai,PHI,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Artavis Pierce,CHI,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Geronimo Allison,DET,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jordan Lucas,IND,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Dan Chisena,MIN,WR,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Spencer Brown,CAR,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jonathan Ledbetter,ARI,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,James Wiggins,ARI,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Kendal Vickers,LV,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,John Brown,JAX,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Avery Williamson,TEN,ILB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Pita Taumoepenu,DEN,ILB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Mason Kinsey,TEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Aaron Parker,CAR,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Matt Bushman,LV,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jordan Matthews,SF,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Kahale Warring,JAX,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Marcell Ateman,LV,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Dillon Stoner,LV,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Miller Forristall,CLE,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,John Hightower,PHI,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Steven Wirtel,GB,LS,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,David Wells,ARI,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Brian Hill,SF,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,JoJo Natson,CLE,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Lawrence Cager,CLE,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Matt LaCosse,NE,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Steven Sims,PIT,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Beau Brinkley,ARI,LS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tavien Feaster,ARI,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Eddie Yarbrough,MIN,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jake Bargas,MIN,FB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Isaiah Coulter,CHI,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Temarrick Hemingway,WAS,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Mason Schreck,CIN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Sutton Smith,LV,FB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Deante Burton,DAL,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Kyron Brown,DAL,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Delontae Scott,PIT,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Marquez Stevenson,BUF,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Matt Cole,CAR,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Kevin Hogan,TEN,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Darius Bradwell,LAC,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Landen Akers,LAR,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Josh Johnson,SEA,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Rodney Adams,CHI,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Rashod Berry,DET,OLB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Tavante Beckett,DET,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Alex Kessman,NYJ,K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Pooka Williams Jr.,CIN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Brandon Powell,LAR,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,River Cracraft,SF,WR,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1708,Tuf Borland,MIN,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Javin White,NYJ,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Vyncint Smith,NYJ,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Ian Bunting,DAL,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Milo Eifler,WAS,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Parnell Motley,DET,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Ben DeLuca,LAC,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Charles Snowden,CHI,DL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Grant Haley,LAR,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jared Pinkney,DET,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Cortez Broughton,KC,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Malik Jefferson,IND,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Jordan Veasy,HOU,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
