Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
271,Bryan Edwards,LV,WR,16,0,0,0,0,0,34,571,3,0,0,0,0,6.8,109.1
271,Rondale Moore,ARI,WR,14,0,0,0,76,0,54,435,1,0,0,0,0,7.8,109.1
273,Pittsburgh Steelers,PIT,DST,17,0,0,0,0,0,0,0,0,55,13,18,10,6.4,109
273,J.C. Jackson,NE,CB,17,0,0,0,0,0,0,0,0,0,8,1,0,6.4,109
273,Xavier McKinney,NYG,S,17,0,0,0,0,0,0,0,0,0,5,0,0,6.4,109
276,Emmanuel Ogbah,MIA,DE,17,0,0,0,0,0,0,0,0,9,0,1,1,6.4,108.9
277,Mark Ingram II,NO,RB,14,0,0,0,554,2,27,162,0,0,0,0,0,7.8,108.6
278,Alex Highsmith,PIT,LB,16,0,0,0,0,0,0,0,0,6,0,1,0,6.8,108.55
279,Patrick Queen,BAL,ILB,17,0,0,0,0,0,0,0,0,2,0,1,1,6.4,108.4
280,Cincinnati Bengals,CIN,DST,17,0,0,0,0,0,0,0,0,42,13,17,8,6.4,108
280,Adrian Phillips,NE,DB,17,0,0,0,0,0,0,0,0,0,4,1,0,6.4,108
280,Kyle Dugger,NE,DB,15,0,0,0,0,0,0,0,0,0,4,0,1,7.2,108
280,Johnathan Abram,LV,S,14,0,0,0,0,0,0,0,0,0,1,0,1,7.7,108
284,Kyle Van Noy,NE,OLB,16,0,0,0,0,0,0,0,0,5,1,2,1,6.7,107.7
284,Taylor Rapp,LAR,DB,17,0,0,0,0,0,0,0,0,1.5,4,0,1,6.3,107.7
286,Brian Burns,CAR,DE,17,0,0,0,0,0,0,0,0,9,0,2,0,6.3,107.65
287,Rashan Gary,GB,LB,16,0,0,0,0,0,0,0,0,9.5,0,2,1,6.7,107.6
287,David Njoku,CLE,TE,16,0,0,0,1,0,36,475,4,0,0,0,0,6.7,107.6
287,Nick Westbrook-Ikhine,TEN,WR,16,0,0,0,0,0,38,476,4,0,0,0,0,6.7,107.6
290,Tracy Walker III,DET,S,15,0,0,0,0,0,0,0,0,1,1,0,0,7.2,107.3
290,Justin Simmons,DEN,S,17,0,0,0,0,0,0,0,0,1.5,5,0,0,6.3,107.3
292,Philadelphia Eagles,PHI,DST,17,0,0,0,0,0,0,0,0,29,12,13,4,6.3,107
292,Chicago Bears,CHI,DST,17,0,0,0,0,0,0,0,0,49,8,14,9,6.3,107
292,Jason Sanders,MIA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.3,107
295,Sam Hubbard,CIN,DE,16,0,0,0,0,0,0,0,0,7.5,0,1,2,6.7,106.7
296,Brandon Jones,MIA,S,15,0,0,0,0,0,0,0,0,5,1,1,2,7.1,106.4
297,Cleveland Browns,CLE,DST,17,0,0,0,0,0,0,0,0,43,13,12,7,6.2,106
297,Joe Schobert,PIT,ILB,16,0,0,0,0,0,0,0,0,0,1,1,0,6.6,106
299,Zay Jones,LV,WR,17,0,0,0,3,0,47,546,1,0,0,0,0,6.2,105.9
300,Logan Wilson,CIN,LB,13,0,0,0,0,0,0,0,0,1,4,1,0,8.1,105.7
301,Jeffery Simmons,TEN,DT,17,0,0,0,0,0,0,0,0,8.5,0,0,0,6.2,105.45
302,Zack Moss,BUF,RB,13,0,0,0,345,4,23,197,1,0,0,0,0,8.1,105.2
302,Corey Davis,NYJ,WR,9,0,0,0,0,0,34,492,4,0,0,0,0,11.7,105.2
304,Lavonte David,TB,ILB,12,0,0,0,0,0,0,0,0,2,0,2,1,8.8,105.1
304,Tyrann Mathieu,KC,FS,16,0,0,0,0,0,0,0,0,1,3,0,3,6.6,105.1
306,Robbie Gould,SF,K,13,0,0,0,0,0,0,0,0,0,0,0,0,8.1,105
306,Cairo Santos,CHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.2,105
308,Leonard Williams,NYG,DL,17,0,0,0,0,0,0,0,0,6.5,0,2,1,6.2,104.85
309,DeForest Buckner,IND,DT,17,0,0,0,0,0,0,0,0,7,0,0,0,6.2,104.55
310,Rex Burkhead,HOU,RB,16,0,0,0,427,3,25,186,0,0,0,0,0,6.5,104.3
311,D'Ernest Johnson,CLE,RB,17,0,0,0,534,3,19,137,0,0,0,0,0,6.1,104.1
312,Tremaine Edmunds,BUF,LB,15,0,0,0,0,0,0,0,0,0,1,0,0,6.9,104
313,Latavius Murray,BAL,RB,14,0,0,0,501,6,10,75,0,0,0,0,0,7.4,103.6
314,Charles Harris,DET,DL,17,0,0,0,0,0,0,0,0,7.5,0,2,0,6.1,103.5
314,DeVante Parker,MIA,WR,10,0,0,0,0,0,40,515,2,0,0,0,0,10.4,103.5
314,Rashod Bateman,BAL,WR,12,0,0,0,0,0,46,515,1,0,0,0,0,8.6,103.5
317,Nelson Agholor,NE,WR,15,0,0,0,11,0,37,473,3,0,0,0,0,6.9,103.4
318,Quandre Diggs,SEA,FS,17,0,0,0,0,0,0,0,0,0,5,0,0,6.1,103
319,Xavien Howard,MIA,CB,16,0,0,0,0,0,0,0,0,1,5,2,2,6.4,102.5
319,Kenyan Drake,LV,RB,12,0,0,0,254,2,30,291,1,0,0,0,0,8.5,102.5
319,Evan Engram,NYG,TE,15,0,0,0,-3,0,46,408,3,0,0,0,0,6.8,102.5
322,Washington Commanders,WAS,DST,17,0,0,0,0,0,0,0,0,38,11,9,8,5.9,101
322,Anthony Brown,DAL,CB,16,0,0,0,0,0,0,0,0,0,3,1,0,6.3,101
322,Jason Myers,SEA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,5.9,101
325,A.J. Terrell,ATL,CB,16,0,0,0,0,0,0,0,0,1,3,1,0,6.3,100.7
326,Nasir Adderley,LAC,S,15,0,0,0,0,0,0,0,0,0.5,0,1,1,6.7,100.35
327,Terrell Edmunds,PIT,S,17,0,0,0,0,0,0,0,0,1,2,0,0,5.9,100.3
328,L'Jarius Sneed,KC,CB,15,0,0,0,0,0,0,0,0,1,2,1,1,6.6,99.6
329,Desmond King II,HOU,DB,16,0,0,0,0,0,0,0,0,0,3,1,0,6.2,99.5
330,Germaine Pratt,CIN,LB,15,0,0,0,0,0,0,0,0,0.5,1,2,2,6.6,99.4
331,Christian Kirksey,HOU,OLB,13,0,0,0,0,0,0,0,0,0,1,0,2,7.6,99
332,Von Miller,LAR,LB,15,0,0,0,0,0,0,0,0,8.5,0,0,0,6.6,98.9
333,Tyus Bowser,BAL,OLB,17,0,0,0,0,0,0,0,0,7,0,2,0,5.8,98.6
333,Boston Scott,PHI,RB,16,0,0,0,373,7,13,83,0,0,0,0,0,6.2,98.6
335,Rasul Douglas,GB,CB,12,0,0,0,0,0,0,0,0,0,5,1,0,8.2,98.5
336,Landon Collins,WAS,SS,13,0,0,0,0,0,0,0,0,3,2,1,2,7.6,98.2
337,Adrian Amos,GB,S,17,0,0,0,0,0,0,0,0,0,2,0,0,5.8,98
337,Anthony Walker Jr.,CLE,LB,13,0,0,0,0,0,0,0,0,1,0,0,0,7.5,98
339,Jalen Guyton,LAC,WR,16,0,0,0,34,0,31,448,3,0,0,0,0,6.1,97.2
340,Jordan Fuller,LAR,DB,16,0,0,0,0,0,0,0,0,0,1,0,0,6.1,97
341,Javon Hargrave,PHI,DT,16,0,0,0,0,0,0,0,0,7.5,0,1,0,6.1,96.95
342,Kamren Curl,WAS,S,16,0,0,0,0,0,0,0,0,1,0,0,1,6,96
342,Preston Smith,GB,LB,16,0,0,0,0,0,0,0,0,9,0,2,2,6,96
344,Bryce Hall,NYJ,CB,17,0,0,0,0,0,0,0,0,0.5,0,0,0,5.6,95.9
344,Jevon Holland,MIA,S,16,0,0,0,0,0,0,0,0,2.5,2,0,2,6,95.9
346,Chuck Clark,BAL,SS,16,0,0,0,0,0,0,0,0,1,2,0,0,6,95.7
347,Troy Reeder,LAR,LB,17,0,0,0,0,0,0,0,0,2,2,0,0,5.6,95.4
348,Jadeveon Clowney,CLE,DE,14,0,0,0,0,0,0,0,0,9,0,2,0,6.8,95.35
349,Kendall Fuller,WAS,CB,16,0,0,0,0,0,0,0,0,1,1,0,0,5.9,95.1
350,Joey Slye,WAS,K,12,0,0,0,0,0,0,0,0,0,0,0,0,7.9,95
351,Byron Murphy Jr.,ARI,CB,16,0,0,0,0,0,0,0,0,0.5,4,1,1,5.9,94.55
352,Zach Pascal,IND,WR,16,0,0,0,21,0,38,384,3,0,0,0,0,5.9,94.5
353,Michael Badgley,IND,K,13,0,0,0,0,0,0,0,0,0,0,0,0,7.2,94
354,Taron Johnson,BUF,CB,16,0,0,0,0,0,0,0,0,3,1,1,0,5.9,93.9
354,D'Onta Foreman,TEN,RB,9,0,0,0,566,3,9,123,0,0,0,0,0,10.4,93.9
356,Randall Cobb,GB,WR,12,0,0,0,1,0,28,375,5,0,0,0,0,7.8,93.6
357,Seattle Seahawks,SEA,DST,17,0,0,0,0,0,0,0,0,34,11,7,7,5.5,93
357,Darius Slay,PHI,CB,16,0,0,0,0,0,0,0,0,0,3,0,2,5.8,93
359,Joshua Palmer,LAC,WR,17,0,0,0,6,0,33,353,4,0,0,0,0,5.5,92.9
360,Marshon Lattimore,NO,CB,16,0,0,0,0,0,0,0,0,0,3,0,1,5.8,92.5
360,Austin Hooper,CLE,TE,16,0,0,0,0,0,38,345,3,0,0,0,0,5.8,92.5
362,Elandon Roberts,MIA,LB,17,0,0,0,0,0,0,0,0,1,1,2,0,5.4,92.2
362,Marcus Davenport,NO,DE,11,0,0,0,0,0,0,0,0,9,0,3,1,8.4,92.2
364,Jessie Bates III,CIN,S,15,0,0,0,0,0,0,0,0,0,1,0,1,6.1,91.5
364,Michael Gallup,DAL,WR,9,0,0,0,0,0,35,445,2,0,0,0,0,10.2,91.5
366,New York Giants,NYG,DST,17,0,0,0,0,0,0,0,0,34,15,12,9,5.4,91
367,Malcolm Jenkins,NO,SS,16,0,0,0,0,0,0,0,0,1,1,1,0,5.7,90.8
368,Anthony Barr,MIN,LB,11,0,0,0,0,0,0,0,0,2.5,3,0,2,8.2,90.7
368,D.J. Wonnum,MIN,OLB,17,0,0,0,0,0,0,0,0,8,0,1,0,5.3,90.7
370,Jourdan Lewis,DAL,CB,16,0,0,0,0,0,0,0,0,1.5,3,1,2,5.7,90.45
371,Avonte Maddox,PHI,CB,16,0,0,0,0,0,0,0,0,0.5,1,2,0,5.6,90.35
372,Trevor Siemian,NO,QB,6,1154,11,3,20,1,0,0,0,0,0,0,0,15,90.16
373,Myles Jack,JAX,LB,15,0,0,0,0,0,0,0,0,0,0,0,0,6,90
374,Olamide Zaccheaus,ATL,WR,17,0,0,0,2,0,31,406,3,0,0,0,0,5.3,89.8
375,D.J. Reed,SEA,CB,14,0,0,0,0,0,0,0,0,0,2,0,1,6.4,89.5
375,Tavierre Thomas,HOU,DB,17,0,0,0,0,0,0,0,0,0,2,1,0,5.3,89.5
375,Ameer Abdullah,CAR,RB,17,0,0,0,166,0,38,289,1,0,0,0,0,5.3,89.5
378,Kenny Golladay,NYG,WR,14,0,0,0,0,0,37,521,0,0,0,0,0,6.4,89.1
379,Jordan Whitehead,TB,S,14,0,0,0,0,0,0,0,0,0,2,1,0,6.4,89
379,Chase McLaughlin,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.6,89
381,Jamal Adams,SEA,SS,12,0,0,0,0,0,0,0,0,0,2,0,0,7.4,88.5
382,Carolina Panthers,CAR,DST,17,0,0,0,0,0,0,0,0,39,9,14,8,5.2,88
382,Zane Gonzalez,CAR,K,12,0,0,0,0,0,0,0,0,0,0,0,0,7.3,88
384,Tre'Quan Smith,NO,WR,11,0,0,0,0,0,32,377,3,0,0,0,0,8,87.7
385,Krys Barnes,GB,LB,16,0,0,0,0,0,0,0,0,1,0,0,2,5.5,87.3
386,Will Harris,DET,CB,17,0,0,0,0,0,0,0,0,0.5,0,1,0,5.1,87.05
386,Cory Littleton,LV,LB,17,0,0,0,0,0,0,0,0,0.5,0,0,1,5.1,87.05
388,Houston Texans,HOU,DST,17,0,0,0,0,0,0,0,0,32,17,16,8,5.1,87
388,Mike Hilton,CIN,CB,17,0,0,0,0,0,0,0,0,0,2,1,0,5.1,87
388,Yannick Ngakoue,LV,DE,17,0,0,0,0,0,0,0,0,10,0,2,0,5.1,87
388,Marquez Valdes-Scantling,GB,WR,11,0,0,0,0,0,26,430,3,0,0,0,0,7.9,87
388,Allen Robinson II,CHI,WR,12,0,0,0,0,0,38,410,1,0,0,0,0,7.2,87
393,Freddie Swain,SEA,WR,17,0,0,0,32,0,25,343,4,0,0,0,0,5.1,86.5
394,Carlos Dunlap,SEA,DE,17,0,0,0,0,0,0,0,0,8.5,0,1,0,5.1,86.45
395,Cam Newton,CAR,QB,8,684,4,5,230,5,0,0,0,0,0,0,0,10.8,86.36
396,Azeez Ojulari,NYG,OLB,17,0,0,0,0,0,0,0,0,8,0,1,0,5.1,86.3
397,Justin Jackson,LAC,RB,14,0,0,0,364,2,22,178,0,0,0,0,0,6.2,86.2
398,Larry Ogunjobi,CIN,DT,16,0,0,0,0,0,0,0,0,7,0,0,0,5.4,86.15
399,Denico Autry,TEN,DL,17,0,0,0,0,0,0,0,0,9,0,0,0,5.1,86.05
400,Alec Ogletree,CHI,ILB,16,0,0,0,0,0,0,0,0,0,0,1,0,5.4,86
401,Jaelan Phillips,MIA,LB,17,0,0,0,0,0,0,0,0,8.5,0,0,1,5,85.65
402,Uchenna Nwosu,LAC,LB,17,0,0,0,0,0,0,0,0,5,1,2,1,5,85.6
402,Zach Allen,ARI,DE,15,0,0,0,0,0,0,0,0,3,1,0,3,5.7,85.6
404,Jalen Reeves-Maybin,DET,OLB,15,0,0,0,0,0,0,0,0,0,0,2,1,5.7,85.5
404,Zach Cunningham,TEN,LB,14,0,0,0,0,0,0,0,0,0,0,1,0,6.1,85.5
406,Foster Moreau,LV,TE,17,0,0,0,0,0,30,373,3,0,0,1,1,5,85.3
407,Nick Vigil,MIN,ILB,16,0,0,0,0,0,0,0,0,1,1,0,0,5.3,85.2
408,Jerry Jeudy,DEN,WR,10,0,0,0,3,0,38,467,0,0,0,0,0,8.5,85
409,Amani Oruwariye,DET,CB,14,0,0,0,0,0,0,0,0,0,6,0,1,6,84.5
409,Pat Surtain II,DEN,CB,16,0,0,0,0,0,0,0,0,0,4,0,0,5.3,84.5
409,Henry Ruggs III,LV,WR,7,0,0,0,16,0,24,469,2,0,0,0,0,12.1,84.5
412,Andy Dalton,CHI,QB,8,1515,8,9,76,0,0,0,0,0,0,0,0,10.5,84.2
413,Matthew Wright,JAX,K,14,0,0,0,0,0,0,0,0,0,0,0,0,6,84
414,Daron Payne,WAS,DT,17,0,0,0,0,0,0,0,0,4.5,0,0,1,4.9,83.75
415,Nico Collins,HOU,WR,14,0,0,0,0,0,33,446,1,0,0,0,0,6,83.6
416,Quinnen Williams,NYJ,NT,15,0,0,0,0,0,0,0,0,6,0,0,0,5.6,83.5
416,Jimmie Ward,SF,DB,16,0,0,0,0,0,0,0,0,0,2,0,0,5.2,83.5
418,Greg Rousseau,BUF,DE,17,0,0,0,0,0,0,0,0,4,1,1,0,4.9,83.2
418,Samaje Perine,CIN,RB,16,0,0,0,246,1,27,196,1,0,0,0,0,5.2,83.2
418,Devin Duvernay,BAL,WR,16,0,0,0,50,1,33,272,2,0,0,0,0,5.2,83.2
421,Chris Jones,KC,DT,14,0,0,0,0,0,0,0,0,9,0,1,1,5.9,83.05
422,Baltimore Ravens,BAL,DST,17,0,0,0,0,0,0,0,0,34,9,8,6,4.9,83
422,Kareem Jackson,DEN,S,15,0,0,0,0,0,0,0,0,1,1,0,0,5.5,83
424,Tyler Huntley,BAL,QB,7,1081,3,4,294,2,0,0,0,0,0,0,0,11.8,82.64
425,Chidobe Awuzie,CIN,CB,14,0,0,0,0,0,0,0,0,0,2,0,0,5.9,82.5
426,Laquon Treadwell,JAX,WR,12,0,0,0,0,0,33,434,1,0,0,0,0,6.9,82.4
427,Kadarius Toney,NYG,WR,10,19,0,0,6,0,39,420,0,0,0,0,0,8.2,82.36
428,Jauan Jennings,SF,WR,16,0,0,0,0,0,24,282,5,0,0,0,0,5.1,82.2
429,Rasheem Green,SEA,DL,17,0,0,0,0,0,0,0,0,6.5,0,0,0,4.8,82.15
430,Lorenzo Carter,NYG,OLB,14,0,0,0,0,0,0,0,0,5,1,2,1,5.9,82.1
431,Bobby McCain,WAS,S,17,0,0,0,0,0,0,0,0,0,4,0,0,4.8,82
431,Andrew Wingard,JAX,S,15,0,0,0,4,0,0,0,0,1,1,0,0,5.5,82
433,Tyrod Taylor,HOU,QB,6,966,5,5,151,3,0,0,0,0,0,0,0,13.6,81.74
434,Chris Wormley,PIT,DL,15,0,0,0,0,0,0,0,0,7,0,1,0,5.4,81.55
435,Paulson Adebo,NO,CB,17,0,0,0,0,0,0,0,0,0,3,0,0,4.8,81.5
436,Trevis Gipson,CHI,DL,16,0,0,0,0,0,0,0,0,7,0,4,1,5.1,81.35
437,David Johnson,HOU,RB,13,0,0,0,228,0,32,225,1,0,0,0,0,6.3,81.3
438,Kenny Young,DEN,LB,13,0,0,0,0,0,0,0,0,2,0,2,1,6.2,81.1
438,Nate Hobbs,LV,CB,16,0,0,0,0,0,0,0,0,1,1,1,0,5.1,81.1
440,Josh Reynolds,DET,WR,12,0,0,0,0,0,29,396,2,0,0,0,0,6.7,80.6
441,Darious Williams,LAR,CB,14,0,0,0,0,0,0,0,0,0,0,0,1,5.8,80.5
441,DeAndre Carter,WAS,WR,17,0,0,0,89,0,24,296,3,0,0,0,0,4.7,80.5
443,Julio Jones,TEN,WR,10,0,0,0,0,0,31,434,1,0,0,0,0,8,80.4
444,Arik Armstead,SF,DL,17,0,0,0,0,0,0,0,0,6,0,0,0,4.7,80.3
445,Al-Quadin Muhammad,IND,DL,17,0,0,0,0,0,0,0,0,6,0,1,0,4.7,80.1
445,Josh Bynes,BAL,ILB,14,0,0,0,0,0,0,0,0,2,0,0,0,5.7,80.1
447,Jonathan Greenard,HOU,DL,12,0,0,0,0,0,0,0,0,8,0,2,0,6.7,80
447,Nik Needham,MIA,CB,17,0,0,0,0,0,0,0,0,1,2,0,1,4.7,80
447,Marcus Williams,NO,S,16,0,0,0,0,0,0,0,0,0,2,1,0,5,80
450,Jeremiah Owusu-Koramoah,CLE,LB,14,0,0,0,0,0,0,0,0,1.5,0,2,0,5.7,79.75
451,Mo Alie-Cox,IND,TE,17,0,0,0,0,0,24,316,4,0,0,0,0,4.7,79.6
452,David Long Jr.,TEN,LB,10,0,0,0,0,0,0,0,0,0,2,0,0,8,79.5
453,Adam Humphries,WAS,WR,17,0,0,0,0,0,41,383,0,0,0,0,0,4.7,79.3
454,Josh Sweat,PHI,DE,16,0,0,0,0,0,0,0,0,7.5,0,1,0,5,79.25
455,Ronald Jones,TB,RB,16,0,0,0,428,4,10,64,0,0,0,0,0,5,79.2
455,Jack Doyle,IND,TE,17,0,0,0,0,0,29,302,3,0,0,0,0,4.7,79.2
457,Anthony Firkser,TEN,TE,15,0,0,0,0,1,34,291,2,0,0,0,1,5.3,79.1
458,Tyson Campbell,JAX,CB,15,0,0,0,0,0,0,0,0,0,2,0,0,5.3,79
459,Khalil Herbert,CHI,RB,17,0,0,0,433,2,14,96,0,0,0,0,0,4.6,78.9
459,Keelan Cole,NYJ,WR,15,0,0,0,0,0,28,449,1,0,0,0,0,5.3,78.9
461,Brandin Echols,NYJ,CB,14,0,0,0,0,0,0,0,0,0,2,0,0,5.6,78.5
461,Cameron Brate,TB,TE,17,0,0,0,0,0,30,245,4,0,0,0,0,4.6,78.5
463,Kwon Alexander,NO,LB,12,0,0,0,0,0,0,0,0,3.5,1,1,1,6.5,78.45
464,Alex Anzalone,DET,LB,14,0,0,0,0,0,0,0,0,1,1,0,0,5.6,78.3
465,Jalen Reagor,PHI,WR,17,0,0,0,32,0,33,299,2,0,0,0,0,4.6,78.1
466,Los Angeles Chargers,LAC,DST,17,0,0,0,0,0,0,0,0,35,11,19,10,4.6,78
467,Sterling Shepard,NYG,WR,7,0,0,0,-9,0,36,366,1,0,0,0,0,11.1,77.7
468,Michael Carter II,NYJ,CB,15,0,0,0,0,0,0,0,0,1,0,0,2,5.2,77.5
469,Austin Johnson,NYG,DL,17,0,0,0,0,0,0,0,0,3.5,0,0,1,4.6,77.35
470,Devin Bush,PIT,LB,14,0,0,0,0,0,0,0,0,2,0,1,1,5.5,77.3
471,James Bradberry,NYG,CB,17,0,0,0,0,0,0,0,0,0,4,0,2,4.5,77
472,Drue Tranquill,LAC,LB,14,0,0,0,0,0,0,0,0,1.5,0,0,1,5.5,76.9
473,Donte Jackson,CAR,CB,12,0,0,0,0,0,0,0,0,0,2,1,0,6.4,76.5
473,Odafe Oweh,BAL,OLB,15,0,0,0,0,0,0,0,0,5,0,3,2,5.1,76.5
475,Terrance Mitchell,HOU,CB,14,0,0,0,0,0,0,0,0,0,1,3,0,5.4,76
475,Albert Okwuegbunam,DEN,TE,14,0,0,0,0,0,33,330,2,0,0,0,0,5.4,76
477,Shelby Harris,DEN,DE,16,0,0,0,0,0,0,0,0,6,0,1,0,4.7,75.9
478,DeSean Jackson,LV,WR,16,0,0,0,4,0,20,454,2,0,0,0,0,4.7,75.8
478,Dan Arnold,JAX,TE,11,0,0,0,0,0,35,408,0,0,0,0,0,6.9,75.8
480,Ed Oliver,BUF,DT,17,0,0,0,0,0,0,0,0,4,0,1,0,4.5,75.75
481,Elijah Molden,TEN,CB,16,0,0,0,0,0,0,0,0,0,1,1,1,4.7,75.5
481,Charvarius Ward,KC,CB,13,0,0,0,0,0,0,0,0,0,2,0,0,5.8,75.5
483,Leighton Vander Esch,DAL,LB,17,0,0,0,0,0,0,0,0,1,1,0,0,4.4,75.2
484,Dawuane Smoot,JAX,DL,16,0,0,0,0,0,0,0,0,6,0,1,0,4.7,74.85
485,Zach Sieler,MIA,DT,17,0,0,0,0,0,0,0,0,2,0,1,2,4.4,74.8
486,P.J. Williams,NO,CB,16,0,0,0,0,0,0,0,0,2,3,1,0,4.7,74.6
487,Daniel Sorensen,KC,S,17,0,0,0,0,0,0,0,0,1,2,0,0,4.4,74.4
488,T.Y. Hilton,IND,WR,10,0,0,0,0,0,23,331,3,0,0,0,0,7.4,74.1
489,Darrell Taylor,SEA,LB,16,0,0,0,0,0,0,0,0,6.5,0,1,0,4.6,74
489,D.J. Jones,SF,DT,17,0,0,0,0,0,0,0,0,2,0,2,0,4.4,74
489,Eddie Jackson,CHI,DB,14,0,0,0,0,0,0,0,0,0,0,1,0,5.3,74
492,Kyle Juszczyk,SF,FB,17,0,0,0,22,1,30,296,1,0,0,0,0,4.3,73.8
493,Khari Willis,IND,SS,11,0,0,0,0,0,0,0,0,1.5,2,0,1,6.7,73.75
494,Fletcher Cox,PHI,DT,16,0,0,0,0,0,0,0,0,3.5,0,2,1,4.6,73.65
495,Jeremy McNichols,TEN,RB,14,0,0,0,156,0,28,240,1,0,0,0,0,5.3,73.6
496,Jermaine Carter,CAR,LB,17,0,0,0,0,0,0,0,0,0,0,0,1,4.3,73.5
497,Bashaud Breeland,ARI,CB,13,0,0,0,0,0,0,0,0,0,2,2,0,5.6,73
498,BJ Hill,CIN,DT,16,0,0,0,0,0,0,0,0,5.5,0,0,0,4.6,72.8
498,Ashtyn Davis,NYJ,S,13,0,0,0,0,0,0,0,0,0.5,2,3,0,5.6,72.8
500,Dontrell Hilliard,TEN,RB,8,0,0,0,350,2,19,87,0,0,0,0,0,9.1,72.7
501,Kenny Clark,GB,DL,16,0,0,0,0,0,0,0,0,4,0,0,1,4.5,72.6
502,Levi Wallace,BUF,CB,17,0,0,0,0,0,0,0,0,0,2,0,1,4.3,72.5
502,Darnell Savage,GB,S,17,0,0,0,0,0,0,0,0,0,2,0,0,4.3,72.5
504,Jacoby Brissett,MIA,QB,11,1283,5,4,70,1,0,0,0,0,0,0,0,6.6,72.32
505,Mike Edwards,TB,S,14,0,0,0,0,0,0,0,0,0,3,1,0,5.1,72
505,Eric Rowe,MIA,S,17,0,0,0,0,0,0,0,0,0,0,3,0,4.2,72
505,Tyler Johnson,TB,WR,17,0,0,0,0,0,36,360,0,0,0,0,0,4.2,72
508,Josh Norman,SF,CB,15,0,0,0,0,0,0,0,0,0,1,6,0,4.8,71.5
508,Anthony Hitchens,KC,LB,15,0,0,0,0,0,0,0,0,0,1,0,0,4.8,71.5
508,Mike Hughes,KC,CB,17,0,0,0,0,0,0,0,0,0,1,4,1,4.2,71.5
511,Quinton Jefferson,LV,DE,17,0,0,0,0,0,0,0,0,4.5,0,2,0,4.2,71.15
512,Calvin Ridley,ATL,WR,5,0,0,0,0,0,31,281,2,0,0,0,0,14.2,71.1
513,Marlon Humphrey,BAL,CB,12,0,0,0,0,0,0,0,0,0,1,1,0,5.9,71
514,Grady Jarrett,ATL,DL,17,0,0,0,0,0,0,0,0,1,0,0,1,4.2,70.6
515,Grant Delpit,CLE,S,15,0,0,0,0,0,0,0,0,1,1,1,0,4.7,70.4
515,Sammy Watkins,BAL,WR,13,0,0,0,0,0,27,394,1,0,0,0,0,5.4,70.4
517,Jerry Tillery,LAC,DL,16,0,0,0,0,0,0,0,0,4.5,0,0,0,4.4,70.3
518,Jamin Davis,WAS,LB,16,0,0,0,0,0,0,0,0,1,0,0,0,4.4,70.2
519,Randy Gregory,DAL,OLB,12,0,0,0,0,0,0,0,0,6,1,3,1,5.8,70
519,Michael Davis,LAC,CB,14,0,0,0,0,0,0,0,0,0,1,0,2,5,70
519,Devin McCourty,NE,DB,17,0,0,0,0,0,0,0,0,0,3,0,0,4.1,70
519,John Johnson III,CLE,S,15,0,0,0,0,0,0,0,0,0.5,3,1,0,4.7,70
519,Anthony Averett,BAL,CB,14,0,0,0,0,0,0,0,0,0,3,0,0,5,70
519,Jamal Agnew,JAX,WR,10,0,0,0,111,1,24,229,1,0,0,0,0,7,70
519,Geoff Swaim,TEN,TE,16,0,0,0,0,0,31,210,3,0,0,0,0,4.4,70
519,Durham Smythe,MIA,TE,17,0,0,0,3,0,34,357,0,0,0,0,0,4.1,70
527,Greg Gaines,LAR,DT,17,0,0,0,0,0,0,0,0,4.5,0,0,0,4.1,69.65
528,Erik Harris,ATL,S,12,0,0,0,0,0,0,0,0,0.5,0,0,0,5.8,69.6
528,John Franklin-Myers,NYJ,DL,16,0,0,0,0,0,0,0,0,6,1,1,0,4.4,69.6
530,Duron Harmon,ATL,S,17,0,0,0,0,0,0,0,0,0,2,0,0,4.1,69.5
530,Fabian Moreau,ATL,DB,16,0,0,0,0,0,0,0,0,0,0,0,1,4.3,69.5
530,Rayshawn Jenkins,JAX,S,14,0,0,0,0,0,0,0,0,0,0,0,0,5,69.5
530,Brandon Stephens,BAL,DB,17,0,0,0,0,0,0,0,0,0,0,0,0,4.1,69.5
534,Demarcus Robinson,KC,WR,17,0,0,0,0,0,25,264,3,0,0,0,0,4.1,69.4
535,Dorance Armstrong,DAL,DE,13,0,0,0,0,0,0,0,0,5,0,0,1,5.3,69.25
536,Malik Reed,DEN,LB,14,0,0,0,0,0,0,0,0,5,0,2,1,4.9,69.1
536,Ricky Seals-Jones,WAS,TE,13,0,0,0,0,0,30,271,2,0,0,0,0,5.3,69.1
538,Las Vegas Raiders,LV,DST,17,0,0,0,0,0,0,0,0,35,6,13,11,4.1,69
538,Eric Murray,HOU,DB,16,0,0,0,0,0,0,0,0,0,1,0,0,4.3,69
540,Alex Collins,SEA,RB,11,0,0,0,411,2,9,87,0,0,0,0,0,6.3,68.8
540,Danny Amendola,HOU,WR,8,0,0,0,0,0,24,248,3,0,0,0,0,8.6,68.8
